InventoryID,Glottocode,LanguageName,Macroarea,Source,n_segments
916,kuay1244,Kuay,Eurasia,ph,47
1752,kuii1252,Kui,Eurasia,ra,39
1876,kuik1246,Kuikúro-Kalapálo,South America,saphon,26
2959,kuka1246,Kukatja,Australia,er,23
2885,kuku1273,Gugu Wakura,Australia,er,16
2887,kuku1273,Kuku Yalanji,Australia,er,16
2889,kuku1273,Wagaman,Australia,er,16
349,kuku1273,GUGU-YALANDYI,Australia,upsid,16
917,kulu1253,Kulung,Eurasia,ph,43
1753,kuma1273,Kumauni,Eurasia,ra,42
2734,kumb1268,Baanbay,Australia,er,19
2735,kumb1268,Gumbaynggir,Australia,er,19
90,kumi1248,Digueno,North America,spa,34
306,kumi1248,DIEGUENO,North America,upsid,34
2355,kumy1244,Kumyk,Eurasia,ea,31
2221,kumz1235,Kumzari,Eurasia,ph,35
2198,kuna1268,Kunama,Africa,ph,34
433,kuna1268,KUNAMA,Africa,upsid,26
2815,kung1258,Gunggari,Australia,er,18
2675,kung1259,Kungarakany,Australia,er,22
1383,kung1261,!Xun,Africa,ph,120
58,kuni1267,Kunimaipa,Papunesia,spa,20
434,kuni1267,KUNIMAIPA,Papunesia,upsid,20
2336,kuni1268,Kunigami,Eurasia,ea,25
46,kunj1245,Kunjen,Australia,spa,28
1365,kuny1238,Nyanga,Africa,ph,55
2123,kunz1244,Kunza,South America,saphon,33
1346,kuoo1238,Kuo,Africa,ph,56
918,kuot1243,Kuot,Papunesia,ph,19
1687,kupa1239,Kupang Malay,Papunesia,ph,25
428,kups1238,SEBEI,Africa,upsid,26
1622,kura1250,Kuranko,Africa,ph,54
758,kuri1259,Kuria,Africa,aa,22
2840,kurr1243,Kurrama,Australia,er,27
2439,kurt1248,Kurtoep,Eurasia,ea,45
1754,kuru1302,Kurux,Eurasia,ra,56
7,kuru1302,Kurukh,Eurasia,spa,68
429,kuru1302,KURUKH,Eurasia,upsid,32
2094,kuru1309,Kuruáya,South America,saphon,28
759,kusa1250,Kusal,Africa,aa,44
919,kusu1250,Kusunda,Eurasia,ph,38
1119,kute1248,Kuteb,Africa,ph,46
2906,kuth1240,Kuthant,Australia,er,25
2900,kuuk1238,Kuugu Ya'u,Australia,er,21
2765,kuun1236,Kungkari,Australia,er,25
2293,kuvi1243,Kuvi,Eurasia,ea,37
920,kuvi1243,Kuvi,Eurasia,ph,37
1755,kuvi1243,Kuvi,Eurasia,ra,47
1549,kuwa1246,Kwatay,Africa,ph,34
436,kwai1243,KWAIO,Papunesia,upsid,21
71,kwak1269,Kwakiutl,North America,spa,55
437,kwak1269,KWAKW'ALA,North America,upsid,48
1487,kwam1249,Kwama,Africa,ph,25
1604,kwam1250,Kwami,Africa,ph,40
1503,kwam1251,Kwambi,Africa,ph,37
1272,kwan1273,kwangari,Africa,ph,27
1582,kwan1276,Kwanja,Africa,ph,43
1646,kway1241,Eciruuri,Africa,ph,29
921,kwaz1243,Kwaza,South America,ph,45
2124,kwaz1243,Kwaza,South America,saphon,35
1291,kwes1244,kwezo,Africa,ph,25
3009,kwin1241,Kwini,Australia,er,28
53,kwom1262,Washkuk,Papunesia,spa,31
418,kwom1262,KWOMA,Papunesia,upsid,31
1519,kyen1242,Kyanga,Africa,ph,37
2393,kyer1238,Kyirong Tibetan,Eurasia,ea,63
2366,lada1244,Ladakhi,Eurasia,ea,38
922,lada1244,Ladakhi,Eurasia,ph,38
1756,lada1244,Ladakhi,Eurasia,ra,45
2285,ladi1251,Judaeo-Spanish,Eurasia,ea,25
2194,ladi1251,Judeo-Spanish,Eurasia,ph,34
2779,ladj1234,Ladji-Ladji,Australia,er,21
1406,lagw1237,Lagwan,Africa,ph,41
2319,lahu1253,Lahu,Eurasia,ea,46
23,lahu1253,Lahu,Eurasia,spa,40
443,lahu1253,LAHU,Eurasia,upsid,35
1087,lake1258,Lake Miwok; Miwok (Lake),North America,ph,39
26,lakk1238,Lakkia,Eurasia,spa,59
439,lakk1238,LAKKIA,Eurasia,upsid,55
2335,lakk1252,Lak,Eurasia,ea,68
3,lakk1252,Lak,Eurasia,spa,69
440,lakk1252,LAK,Eurasia,upsid,69
695,lako1244,Dida,Africa,aa,57
75,lako1247,Dakota,North America,spa,36
445,lako1247,DAKOTA,North America,upsid,36
760,lama1275,Lama,Africa,aa,53
1404,lama1288,Lamang,Africa,ph,41
1710,lamb1269,Banjara,Eurasia,ra,34
1757,lamb1269,Lamani,Eurasia,ra,48
2025,lamb1276,Ferreñafe Quechua,South America,saphon,19
804,lamn1239,Nsoʼ,Africa,aa,45
2894,lamu1254,Lamalama,Australia,er,29
3020,lamu1254,Tableland Lamalama,Australia,er,29
923,lang1320,Langi,Africa,ph,52
1579,lang1322,Lango,Africa,ph,32
1445,lang1324,Lango,Africa,ph,40
2246,laoo1244,Lao,Eurasia,ea,42
2320,laoo1244,Lao,Eurasia,ea,33
2385,laoo1244,Lao,Eurasia,ea,33
924,laoo1244,Lao,Eurasia,ph,40
2642,lara1258,Larrakia,Australia,er,24
1688,lara1260,Larantuka Malay,Papunesia,ph,25
3003,lard1243,Lardil,Australia,er,25
1995,latu1238,Latunde,South America,saphon,28
259,lave1249,BRAO,Eurasia,upsid,31
925,lavu1241,Lavukaleve,Papunesia,ph,20
2254,lazz1240,Laz,Eurasia,ea,38
2300,lazz1240,Laz,Eurasia,ea,34
2341,lazz1240,Laz,Eurasia,ea,38
2371,lazz1240,Laz,Eurasia,ea,38
2410,lazz1240,Laz,Eurasia,ea,36
1088,lazz1240,Laz,Eurasia,ph,32
859,leal1235,Chinanteco,North America,ph,35
1929,leco1242,Leco,South America,saphon,30
1259,lega1249,lega-shabunda,Africa,ph,38
1540,legb1242,Leggbo,Africa,ph,53
441,lele1264,LELEMI,Africa,upsid,34
1516,lele1266,Lele,Africa,ph,28
761,lele1276,Lele,Africa,aa,36
1275,lele1276,Lele,Africa,ph,36
584,lena1238,LENAKEL,Papunesia,upsid,21
762,lend1245,Lendu,Africa,aa,55
1338,leng1258,Lengola,Africa,ph,32
2912,leni1238,Linngithigh,Australia,er,29
1758,lepc1244,Lepca,Eurasia,ra,36
1636,lese1243,Balese,Africa,ph,42
1681,leti1246,Leti,Papunesia,ph,22
2311,lezg1247,Lezgian,Eurasia,ea,47
2524,lezg1247,Lezgian,Eurasia,ea,96
1561,libe1240,Liberian English,Africa,ph,36
753,libe1247,Kpelle,Africa,aa,45
137,libe1247,Kpelle,Africa,spa,49
626,libe1247,KPELLE,Africa,upsid,34
1098,liby1240,Lebanese Arabic,Africa,ph,50
765,ligb1244,Ligbi,Africa,aa,38
2325,ligu1248,Ligurian,Eurasia,ea,45
899,liji1238,Jili,Africa,ph,48
1334,lika1243,Lika,Africa,ph,45
767,limb1268,Limbum,Africa,aa,35
1260,limb1268,limbum (southern),Africa,ph,52
1261,limb1268,limbum (central),Africa,ph,41
1262,limb1268,limbum (northern),Africa,ph,33
768,ling1263,Lingala,Africa,aa,22
591,lish1246,NEO-ARAMAIC,Eurasia,upsid,40
2578,lisu1250,Lisu,Eurasia,ea,42
1121,lisu1250,Lisu,Eurasia,ph,39
2244,lith1251,Lithuanian,Eurasia,ea,60
2282,lith1251,Lithuanian,Eurasia,ea,59
2316,lith1251,Lithuanian,Eurasia,ea,40
2488,lith1251,Lithuanian,Eurasia,ea,57
168,lith1251,Lithuanian,Eurasia,spa,47
444,lith1251,LITHUANIAN,Eurasia,upsid,52
2448,livv1244,Livonian,Eurasia,ea,31
2352,lizu1234,Lizu,Eurasia,ea,58
1541,logb1245,Logba,Africa,ph,35
1294,logo1259,Logo,Africa,ph,39
764,loko1255,Lɔkɔ,Africa,aa,25
763,loma1260,Lɔgɔmagooi,Africa,aa,42
1517,loma1260,Looma,Africa,ph,51
1278,long1387,longto,Africa,ph,31
1122,loni1238,Loniu,Papunesia,ph,23
1759,loth1237,Lotha,Eurasia,ra,46
2263,lowa1242,gLo Tibetan,Eurasia,ea,43
2504,lowa1242,South Mustang Tibetan,Eurasia,ea,42
2602,lowe1385,Lower Sorbian,Eurasia,ea,42
2793,lowe1402,Ngayawang,Australia,er,23
308,lowe1415,DANI,Papunesia,upsid,24
2709,lowe1436,Lower Southern Aranda,Australia,er,44
1022,loxi1235,Zapotec,North America,ph,30
928,luch1239,Lucazi,Africa,ph,42
771,lugb1240,Lugbara,Africa,aa,39
151,lugb1240,Logbara,Africa,spa,42
442,lugb1240,LUGBARA,Africa,upsid,36
94,luis1253,Luiseno,North America,spa,34
447,luis1253,LUISENO,North America,upsid,26
769,lukp1238,Lokpa,Africa,aa,37
1930,lule1238,Lule,South America,saphon,21
1427,lumu1239,Lumun,Africa,ph,35
927,lund1266,Lunda,Africa,ph,32
694,luok1236,Dholuo,Africa,aa,38
153,luok1236,Luo,Africa,spa,35
448,luok1236,LUO,Africa,upsid,32
1760,lush1249,Lushai,Eurasia,ra,43
406,lusi1240,KALIAI,Papunesia,upsid,21
2913,luth1234,Luthigh,Australia,er,22
2374,luuu1242,Lue,Eurasia,ea,39
404,luuu1242,LUE,Eurasia,upsid,31
146,luva1239,Luvale,Africa,spa,36
1432,luwo1239,Luwo,Africa,ph,32
2337,luxe1241,Luxembourgish,Eurasia,ea,48
2200,luxe1241,Luxembourgish,Eurasia,ph,46
890,luya1241,Louyi,Africa,ph,22
772,lyel1241,Lyélé,Africa,aa,44
1240,lyel1241,Lele (Lyélé),Africa,ph,34
714,maas1239,Fulfulde,Africa,aa,37
1315,maay1238,Maay,Africa,ph,32
1316,maba1273,Mabaan,Africa,ph,45
456,maba1277,MABA,Africa,upsid,29
1913,maca1259,Macaguán,South America,saphon,22
1982,maca1260,Maka,South America,saphon,32
2363,mace1250,Macedonian,Eurasia,ea,32
930,mace1250,Macedonian,Eurasia,ph,32
1283,mach1266,machame,Africa,ph,46
1822,mach1267,Matsigenka,South America,saphon,27
1821,mach1268,Manchinere,South America,saphon,18
1877,macu1259,Macushi,South America,saphon,22
2056,macu1260,Macuna,South America,saphon,22
1284,mada1282,mada,Africa,ph,41
931,mada1293,Mada,Africa,ph,40
2780,madh1244,Madhi-Madhi,Australia,er,20
932,madi1260,Ma'di,Africa,ph,54
2632,madn1237,Matngele,Australia,er,22
2202,mafe1237,Mavea,Papunesia,ph,24
2454,maga1260,Magahi,Eurasia,ea,50
938,maib1239,Maybrat,Papunesia,ph,16
2302,mait1250,Maithili,Eurasia,ea,51
1761,mait1250,Maithili,Eurasia,ra,42
783,maka1304,Mekaa,Africa,aa,55
1677,maka1311,Makassar,Papunesia,ph,23
1007,mako1251,Shimakonde,Africa,ph,28
2095,maku1278,Makuráp,South America,saphon,20
2559,mala1464,Malayalam,Eurasia,ea,53
1762,mala1464,Malayalam,Eurasia,ra,43
1686,mala1481,Manado Malay,Papunesia,ph,25
1898,mala1522,Damana,South America,saphon,27
2769,malg1242,Malkana,Australia,er,26
986,mall1246,Mal,Eurasia,ph,41
2855,maln1239,Malngin,Australia,er,21
1051,malo1243,Tamambo; Malo,Papunesia,ph,21
2275,malt1254,Maltese,Eurasia,ea,35
134,malt1254,Maltese,Eurasia,spa,55
2968,maly1234,Malyangapa,Australia,er,27
786,mama1271,Minyanka,Africa,aa,50
1996,mama1278,Mamaindé,South America,saphon,34
1054,mamb1294,Mambay; Mambai,Africa,ph,54
1289,mamb1296,cilungu,Africa,ph,36
1128,mamm1241,Western Mam; Tacanec,North America,ph,43
775,mamp1244,Mampruli,Africa,aa,32
1327,mamp1244,Mampruli,Africa,ph,36
2620,mana1288,Manange,Eurasia,ea,41
935,mana1288,Manange,Eurasia,ph,45
933,mana1295,Manam,Papunesia,ph,18
463,manc1252,MANCHU,Eurasia,upsid,25
2457,mand1415,Standard Chinese,Eurasia,ea,46
1047,mand1415,Standard Chinese; Mandarin,Eurasia,ph,49
16,mand1415,Mandarin Chinese,Eurasia,spa,43
286,mand1415,MANDARIN,Eurasia,upsid,32
1126,mand1436,Mandingo,Africa,ph,34
2682,mang1381,Mangarrayi,Australia,er,22
2649,mang1382,Mengerrdji,Australia,er,23
2826,mang1383,Mangala,Australia,er,24
778,mang1394,Mangbetu,Africa,aa,47
1125,mani1292,Manipuri,Eurasia,ph,33
1764,mani1292,Manipuri,Eurasia,ra,38
1518,mann1248,Mano,Africa,ph,39
2475,mans1258,Northern Mansi,Eurasia,ea,31
2953,many1256,Manjiljarra,Australia,er,23
1369,many1261,Manya,Africa,ph,27
1765,maon1238,Mao-Naga,Eurasia,ra,30
42,maor1246,Maori,Papunesia,spa,20
1878,mapo1246,Mapoyo,South America,saphon,19
1802,mapu1245,Mapudungun,South America,saphon,28
106,mapu1245,Araucanian,South America,spa,26
230,mapu1245,ARAUCANIAN,South America,upsid,26
1879,maqu1238,Yekwana,South America,saphon,26
1766,mara1378,Marathi,Eurasia,ra,55
2679,mara1385,Marra,Australia,er,23
937,mara1385,Mara,Australia,ph,24
47,mara1386,Maranungku,Australia,spa,24
471,mara1404,MARANAO,Papunesia,upsid,17
2667,marg1251,Marrgu,Australia,er,26
2817,marg1253,Margany,Australia,er,31
126,marg1265,Margi,Africa,spa,44
470,marg1265,MARGI,Africa,upsid,34
2637,mari1417,Marramaninyshi,Australia,er,20
2638,mari1419,Marringarr,Australia,er,32
2639,mari1424,Marrithiyel,Australia,er,24
2640,mart1254,Marti Ke,Australia,er,31
2841,mart1255,Martuthunira,Australia,er,26
991,marw1260,Marwari,Eurasia,ph,46
1367,masa1299,Orusyan,Africa,ph,63
154,masa1300,Maasai,Africa,spa,43
451,masa1300,MAASAI,Africa,upsid,28
988,matb1237,Matbat,Papunesia,ph,20
2007,mati1255,Matís,South America,saphon,21
2119,mato1253,Arára do Mato Grosso,South America,saphon,33
1124,mats1244,Matses,South America,ph,21
2008,mats1244,Matsés,South America,saphon,21
1266,matu1259,matuumbi,Africa,ph,23
2669,maun1240,Mawng,Australia,er,22
48,maun1240,Maung,Australia,spa,24
467,maun1240,MAUNG,Australia,upsid,22
1378,mawa1270,Mawa,Africa,ph,33
1967,maxa1247,Maxakalí,South America,saphon,20
453,maxa1247,MAXAKALI,South America,upsid,20
2830,maya1280,Mayi-Kutuna,Australia,er,21
2832,mayi1235,Mayi-Yapi,Australia,er,21
2829,mayi1236,Mayi-Kulan,Australia,er,21
1488,mayo1261,Mayogo,Africa,ph,46
1042,maza1291,Mazanderani,Eurasia,ph,29
458,mbaa1245,MBA-NE,Africa,upsid,31
2928,mbab1239,Mbabaram,Australia,er,27
606,mbab1239,MBABARAM,Australia,upsid,24
1502,mbal1255,Mbalanhu,Africa,ph,31
2895,mbar1253,Rimanggudinhma,Australia,er,29
2927,mbar1254,Mbara,Australia,er,27
1474,mbay1241,Mbay,Africa,ph,44
1285,mbee1249,mbe,Africa,ph,37
1599,mbee1249,Mbe,Africa,ph,57
2914,mbiy1238,Mbiywom,Australia,er,29
782,mboc1235,Mboó,Africa,aa,31
1558,mboc1235,Mbo (Ekanang),Africa,ph,35
1560,mboc1235,Mbo (Ngwatta),Africa,ph,36
1270,mbuk1240,mbukushu,Africa,ph,29
1408,mbuk1243,Mbuko,Africa,ph,45
455,mbum1254,MBUM,Africa,upsid,38
1619,mbuu1238,Ajumbu,Africa,ph,39
2083,mbya1239,Mbyá,South America,saphon,26
940,medu1238,Medumba,Africa,ph,25
1472,meen1242,Me'en,Africa,ph,40
1823,mehi1240,Mehináku,South America,saphon,23
2510,mehr1241,Mehri,Eurasia,ea,45
784,mend1266,Mende,Africa,aa,34
1584,mere1246,Mere,Africa,ph,44
2491,merg1238,Myeik Burmese,Eurasia,ea,48
1641,meru1245,Kimeru,Africa,ph,27
951,mesc1238,Chiricahua Apache,North America,ph,51
1458,mesq1240,Masqan,Africa,ph,41
785,meta1238,Metta,Africa,aa,33
1227,mewa1250,Mewati,Eurasia,ph,50
97,mezq1235,Otomi,North America,spa,58
1601,mfum1238,Mfumte,Africa,ph,89
973,mian1257,Mianmin,Papunesia,ph,25
1072,mich1243,Michif,North America,ph,41
957,mich1245,Michoacan Nahual,North America,ph,25
1767,miju1243,Mishmi,Eurasia,ra,54
1698,mina1268,Minangkabau,Papunesia,ph,33
2562,mind1253,Min Dong Chinese,Eurasia,ea,35
276,mind1253,FUZHOU,Eurasia,upsid,21
2409,ming1252,Mingrelian,Eurasia,ea,36
2417,ming1252,Mingrelian,Eurasia,ea,37
2436,ming1252,Mingrelian,Eurasia,ea,35
941,ming1252,Mingrelian,Eurasia,ph,35
2128,mini1256,"Huitoto, Minica",South America,saphon,24
2715,minj1242,Minjungbal,Australia,er,20
2691,mink1237,Minkin,Australia,er,23
481,minn1241,XIAMEN,Eurasia,upsid,25
1768,miny1240,Mising,Eurasia,ra,46
2278,mira1251,Mirandese,Eurasia,ea,49
1858,mira1254,Miraña,South America,saphon,31
2673,miri1266,Miriwoong,Australia,er,20
2748,mith1236,Mithaka,Australia,er,29
2453,miya1259,Miyako,Eurasia,ea,19
1596,mmaa1238,Numala,Africa,ph,34
1322,mman1238,Mmani,Africa,ph,36
942,mmen1238,Mmen,Africa,ph,41
1644,moch1256,Kimochi,Africa,ph,25
1931,moch1259,Mochica,South America,saphon,32
1127,moco1246,Mocovi,South America,ph,31
1916,moco1246,Mocoví,South America,saphon,29
2458,mode1248,Greek,Eurasia,ea,29
2186,mode1248,Greek,Eurasia,ph,41
2187,mode1248,Greek,Eurasia,ph,23
170,mode1248,Modern Greek,Eurasia,spa,26
318,mode1248,GREEK,Eurasia,upsid,26
788,mofu1248,Mofu-gudur,Africa,aa,44
1598,mofu1248,"Mofu, South",Africa,ph,40
459,mogh1245,MOGHOL,Eurasia,upsid,29
1625,mogh1246,Moghamo,Africa,ph,50
943,moke1242,Moken,Eurasia,ph,32
1673,moke1242,Moken,Eurasia,ph,38
1672,mokl1243,Moklen,Eurasia,ph,46
1626,mokp1239,Mokpwe,Africa,ph,31
2243,moks1248,Moksha,Eurasia,ea,40
2245,moks1248,Moksha,Eurasia,ea,41
1123,mola1238,Molalla,North America,ph,30
1409,molo1266,Moloko,Africa,ph,47
2464,mong1331,Mongolian,Eurasia,ea,46
1277,mong1338,mongo-nkundu,Africa,ph,56
1344,mono1269,Mono,Africa,ph,62
1143,mono1270,Mono,Africa,ph,44
464,morb1239,MOR,Papunesia,upsid,19
1678,mori1268,Mori Bawah,Papunesia,ph,27
1569,mori1278,Mauritian Creole,Africa,ph,30
1424,moro1284,Morokodo,Africa,ph,54
465,moro1285,MORO,Africa,upsid,29
133,moro1292,Moroccan Arabic,Africa,spa,78
1293,moru1253,Moru,Africa,ph,38
944,mose1249,Moseten,South America,ph,38
1986,mose1249,Mosetén de Covendo,South America,saphon,39
1987,mose1249,Mosetén de Santa Ana,South America,saphon,41
1988,mose1249,Tsimané,South America,saphon,41
789,moss1236,Moore,Africa,aa,43
948,motl1237,Mwotlap,Papunesia,ph,22
1932,movi1243,Movima,South America,saphon,29
479,movi1243,MOVIMA,South America,upsid,23
1769,moyo1238,Moyon,Eurasia,ra,40
1597,mpad1242,Kotoko,Africa,ph,40
2915,mpal1238,Mpalitjanh,Australia,er,26
2706,mpar1238,Central Arrernte,Australia,er,44
945,mpon1254,Mpumpun,Africa,ph,38
2856,mudb1240,Mudburra,Australia,er,23
1746,mudh1235,Kon̩ekar Gadaba,Eurasia,ra,31
869,mufi1238,Muhiang,Papunesia,ph,22
1859,muin1242,Muinane,South America,saphon,28
256,muin1242,MUINANE,South America,upsid,28
2633,mull1237,Malak-Malak,Australia,er,19
466,mull1237,MALAKMALAK,Australia,upsid,19
2888,mulu1243,Muluridji,Australia,er,16
1214,muna1247,Muna,Papunesia,ph,33
2295,mund1320,Mundari,Eurasia,ea,28
1713,mund1320,Bhumij,Eurasia,ra,54
1770,mund1320,Mundari,Eurasia,ra,39
10,mund1320,Mundari,Eurasia,spa,37
602,mund1320,MUNDARI,Eurasia,upsid,37
1343,mund1325,Mundang,Africa,ph,67
780,mund1326,Mündü,Africa,aa,41
791,mund1327,Mundani,Africa,aa,41
1618,mund1328,Mundabli,Africa,ph,38
1129,mund1330,Mundurukú,South America,ph,39
2096,mund1330,Mundurukú,South America,saphon,37
946,mung1266,Mungaka,Africa,ph,33
1933,muni1258,Muniche,South America,saphon,27
2289,munj1244,Munji,Eurasia,ea,44
2659,mura1269,Kuninjku,Australia,er,27
793,murl1244,Murle,Africa,aa,34
474,murr1258,MURINHPATHA,Australia,upsid,25
2634,murr1259,Murrinh-patha,Australia,er,28
473,murs1242,MURSI,Africa,upsid,26
2720,muru1266,Muruwari,Australia,er,25
2129,muru1274,"Huitoto, Murui",South America,saphon,20
1410,muya1243,Muyang,Africa,ph,46
947,mvum1238,Mvumbo,Africa,ph,55
794,mwag1236,Mwaghavul,Africa,aa,37
1341,mwal1237,Mwali,Africa,ph,24
1448,mwan1247,Kimwani,Africa,ph,26
790,mwan1250,Muan,Africa,aa,39
1263,myen1241,myene,Africa,ph,36
60,naas1242,Nasioi,Papunesia,spa,18
483,naas1242,NASIOI,Papunesia,upsid,13
1992,nade1244,Nadëb,South America,saphon,34
795,nafa1258,Nafaanra,Africa,aa,44
958,naga1394,Nagamese,Eurasia,ph,47
2661,naia1238,Mayali,Australia,er,27
1771,naik1250,Naiki,Eurasia,ra,46
2607,najd1235,Najdi Arabic,Eurasia,ea,33
2678,naka1260,Nakara,Australia,er,25
956,naki1238,Naki,Africa,ph,44
482,nama1264,NAMA,Africa,upsid,41
155,nama1265,Nama,Africa,spa,33
949,nami1256,Namia,Papunesia,ph,15
341,nana1257,NANAI,Eurasia,upsid,24
954,nand1266,Nandi,Africa,ph,23
2635,nang1259,Ngan'gityemerri,Australia,er,23
961,nang1259,Nganikurungkurr,Australia,ph,28
953,nank1250,Nankina,Papunesia,ph,20
1824,nant1250,Nanti,South America,saphon,27
2039,napo1242,Napo Quichua,South America,saphon,23
2203,nara1262,Nara,Africa,ph,59
501,nara1262,NERA,Africa,upsid,22
1493,nari1240,Laarim,Africa,ph,34
2784,nari1241,Nari Nari,Australia,er,23
2617,narp1239,Nar-Phu,Eurasia,ea,49
2795,narr1259,Yaraldi,Australia,er,25
2936,naru1238,Narrungga,Australia,er,27
1413,nate1242,Nateni,Africa,ph,40
557,natu1246,NAMBAKAENGO,Papunesia,upsid,47
2291,nauk1242,Naukan Yupik,Eurasia,ea,22
66,nava1243,Navaho,North America,spa,54
484,nava1243,NAVAJO,North America,upsid,47
796,nawd1238,Nawdm,Africa,aa,35
1660,nawu1242,Nawuri,Africa,ph,40
485,naxi1245,NAXI,Eurasia,upsid,49
1600,ncan1245,Nchane,Africa,ph,41
1348,ndai1238,Galke,Africa,ph,57
1471,ndal1241,Chindali,Africa,ph,31
1611,ndam1239,Ndamba,Africa,ph,24
950,ndem1249,Ndemli,Africa,ph,53
1436,ndog1248,Ndogo,Africa,ph,38
1269,ndon1254,ndonga,Africa,ph,30
1505,ndon1254,Ndonga (Kwaluudhi),Africa,ph,36
1506,ndon1254,Ndonga (Kolonkadhi),Africa,ph,36
1507,ndon1254,Ndonga (Eunda),Africa,ph,36
2910,ndra1239,Ndra'ngith,Australia,er,23
487,ndut1239,NDUT,Africa,upsid,34
1547,ndzw1235,"Comorian, Ndzwani",Africa,ph,39
2402,nene1249,Tundra Nenets,Eurasia,ea,35
2482,nene1249,Tundra Nenets,Eurasia,ea,35
2603,nene1249,Tundra Nenets,Eurasia,ea,33
185,nene1249,Yurak,Eurasia,spa,34
638,nene1249,NENETS,Eurasia,upsid,35
868,nepa1253,Dhangar,Eurasia,ph,39
2342,nepa1254,Nepali,Eurasia,ea,44
2204,nepa1254,Nepali,Eurasia,ph,74
1772,nepa1254,Nepali,Eurasia,ra,47
488,nepa1254,NEPALI,Eurasia,upsid,39
489,newa1246,NEWARI,Eurasia,upsid,32
81,nezp1238,Nez Perce,North America,spa,36
490,nezp1238,NEZ PERCE,North America,upsid,30
2962,ngaa1240,Ngaanyatjarra,Australia,er,23
2837,ngad1258,Mirrniny,Australia,er,26
2838,ngad1258,Ngadjunmaya,Australia,er,26
1213,ngad1261,Ngad''a; Ngadha',Papunesia,ph,27
2652,ngal1292,Dalabon,Australia,er,29
2654,ngal1293,Ngalakgan,Australia,er,27
960,ngal1293,Ngalakan,Australia,ph,26
2684,ngal1294,Ngaliwurru,Australia,er,21
799,ngam1268,Ngambai,Africa,aa,34
2752,ngam1284,Ngamini,Australia,er,25
2461,ngan1291,Nganasan,Eurasia,ea,30
494,ngan1291,NGANASAN,Eurasia,upsid,29
2655,ngan1295,Ngandi,Australia,er,35
2990,ngan1296,Nganyaywana,Australia,er,17
718,ngan1299,Gangam,Africa,aa,39
1504,ngan1300,Ngandjera,Africa,ph,37
2858,ngar1235,Ngarinyman,Australia,er,23
2686,ngar1283,Ngarnka,Australia,er,21
3007,ngar1284,Ngarinyin,Australia,er,22
601,ngar1284,NGARINJIN,Australia,upsid,24
2843,ngar1287,Ngarluma,Australia,er,23
2857,ngar1288,Ngardi,Australia,er,24
2961,ngar1296,Ngarlawangka,Australia,er,23
2998,ngar1297,Ngarigu,Australia,er,18
1473,ngas1238,Ongamo,Africa,ph,31
657,ngas1240,Angas,Africa,aa,36
125,ngas1240,Angas,Africa,spa,44
223,ngas1240,ANGAS,Africa,upsid,43
2831,ngaw1240,Mayi-Thakurti,Australia,er,22
2833,ngaw1240,Ngawun,Australia,er,21
2834,ngaw1240,Wunumara,Australia,er,22
1531,ngaz1238,Shindazidja,Africa,ph,48
800,ngba1285,Ngbaka,Africa,aa,34
936,ngem1255,Ngemba,Africa,ph,40
802,ngie1241,Ngyembɔɔn,Africa,aa,28
1628,ngie1241,Ngiemboon,Africa,ph,30
2794,ngin1247,Ngintait,Australia,er,23
1470,ngit1239,Ngiti,Africa,ph,56
491,ngiz1242,NGIZIM,Africa,upsid,40
2916,ngko1236,Ngkoth,Australia,er,26
963,ngom1271,Ngombale,Africa,ph,59
962,ngom1272,Ngomba,Africa,ph,32
1411,ngom1272,Ngomba,Africa,ph,25
959,ngos1238,Ngishe,Africa,ph,34
2692,ngum1253,Ngumbarl,Australia,er,20
1286,ngwe1238,ngwe,Africa,ph,38
2770,nhan1238,Nhanda,Australia,er,33
2097,nhen1239,Nheengatú,South America,saphon,23
2755,nhir1234,Nhirrpi,Australia,er,29
2844,nhuw1239,Nhuwala,Australia,er,26
1674,nias1242,Nias,Papunesia,ph,25
1623,niel1243,Lwaa,Africa,ph,59
493,niel1243,LUA,Africa,upsid,36
1254,nige1253,fulfulde (NGA),Africa,ph,57
1301,nige1253,Fula (Nigeria),Africa,ph,38
774,nige1255,Mambila,Africa,aa,43
1134,nige1257,Nigerian Pidgin,Africa,ph,32
2846,nija1241,Nyiyaparli,Australia,er,25
2847,nija1241,Palyku,Australia,er,26
2698,nima1245,Nimanburu,Australia,er,23
2132,nina1238,Ninam,South America,saphon,18
980,ning1273,Ningil,Papunesia,ph,21
1130,nisg1240,Nishgha,North America,ph,42
1983,niva1238,Chulupí,South America,saphon,28
270,niva1238,ASHUSLAY,South America,upsid,28
1371,njeb1242,Nzɛbi,Africa,ph,34
1602,njye1238,Njem,Africa,ph,42
1455,nkon1248,Nkonya,Africa,ph,34
152,nobi1240,Mahas-Fiyadikka,Africa,spa,45
327,nobi1240,NUBIAN,Africa,upsid,21
798,noma1260,Nɔmaa,Africa,aa,30
1825,noma1263,Nomatsigenga,South America,saphon,25
2130,nonu1241,Nonuya,South America,saphon,26
492,noon1243,NONI,Africa,upsid,33
1111,nort2626,Frisian,Eurasia,ph,42
1131,nort2627,Low German,Eurasia,ph,37
2484,nort2641,Northern Kurdish,Eurasia,ea,38
419,nort2641,KURDISH,Eurasia,upsid,47
2321,nort2646,Yousafzai Pashto,Eurasia,ea,33
2332,nort2647,Northwestern Pashto,Eurasia,ea,36
