InventoryID,Glottocode,LanguageName,Macroarea,Source,n_segments
180,finn1318,Finnish,Eurasia,spa,42
329,finn1318,FINNISH,Eurasia,upsid,25
1659,fipa1238,Fipa,Africa,ph,35
711,fonn1241,Fɔn,Africa,aa,42
1310,food1238,Foodo,Africa,ph,44
2469,fore1265,Forest Enets,Eurasia,ea,33
2450,fore1274,Forest Nenets,Eurasia,ea,38
1325,fraf1238,Frafra,Africa,ph,30
2334,friu1240,Friulian,Eurasia,ea,39
1231,friu1240,Friulian,Eurasia,ph,39
716,fuli1240,Fuliru,Africa,aa,35
1651,fuli1240,Fuliiru,Africa,ph,36
1979,fuln1247,Yaathe,South America,saphon,33
332,fuln1247,IATE,South America,upsid,30
333,furr1244,FUR,Africa,upsid,30
878,furu1242,Furu,Africa,ph,41
852,fwee1238,Fwe,Africa,ph,60
717,gaaa1244,Ga,Africa,aa,38
141,gaaa1244,Ga,Africa,spa,47
335,gaaa1244,GA,Africa,upsid,41
1500,gaaa1245,Tiba,Africa,ph,34
1616,gaam1241,Gaahmg,Africa,ph,49
564,gaam1241,TABI,Africa,upsid,33
2941,gabi1248,Gabi-Gabi,Australia,er,19
1721,gade1236,Gade-Lohar,Eurasia,ra,50
56,gads1258,Gadsup,Papunesia,spa,19
336,gads1258,GADSUP,Papunesia,upsid,15
2331,gaga1249,Gagauz,Eurasia,ea,46
2653,gaga1251,Gaagudju,Australia,er,27
673,gagn1235,Bété,Africa,aa,51
1562,gagu1242,Gban,Africa,ph,36
2619,gali1258,Galician,Eurasia,ea,30
1141,gali1258,Galician,Eurasia,ph,28
1867,gali1262,Carib,South America,saphon,17
1868,gali1262,Carib,South America,saphon,15
1869,gali1262,Carib,South America,saphon,15
116,gali1262,Carib,South America,spa,28
272,gali1262,CARIB,South America,upsid,22
1722,galo1242,Gallong,Eurasia,ra,29
3008,gamb1251,Gambera,Australia,er,25
2719,gami1243,Gamilaraay,Australia,er,21
1481,gamo1243,Gamo,Africa,ph,36
2788,gana1268,Bidhawal,Australia,er,25
2789,gana1278,Muk-Thang,Australia,er,22
2790,gana1278,Thangguai,Australia,er,22
2791,gana1278,Nulit,Australia,er,22
770,gand1255,Luganda,Africa,aa,33
3001,gang1267,Gangalidda,Australia,er,24
2798,gang1268,Barada,Australia,er,18
2801,gang1268,Gabalbara,Australia,er,18
2802,gang1268,Gangulu,Australia,er,22
2803,gang1268,Ganulu,Australia,er,18
2809,gang1268,Yetimarala,Australia,er,18
2645,gara1269,Garrwa,Australia,er,17
2647,gara1269,Kunindirri,Australia,er,17
337,gara1269,GARAWA,Australia,upsid,22
2670,gari1254,Garig,Australia,er,24
1723,garo1247,Garo,Eurasia,ra,21
24,garo1247,Garo,Eurasia,spa,26
2435,gata1239,Gtaʔ,Eurasia,ea,40
1720,gata1239,Didayi,Eurasia,ra,38
1577,gava1241,Gavar,Africa,ph,55
2080,gavi1246,Gavião do Jiparaná,South America,saphon,29
1052,gayo1244,Gayo,Papunesia,ph,27
339,gbag1258,GWARI,Africa,upsid,26
880,gbar1246,Gbari,Africa,ph,31
939,gbay1281,Mbodomo; Mbódɔ̀mɔ́,Africa,ph,37
1407,gbay1281,Mbodomo,Africa,ph,38
720,gbay1287,Gbaya,Africa,aa,45
148,gbay1287,Gbeya,Africa,spa,45
338,gbay1287,GBEYA,Africa,upsid,43
755,gbay1288,Kresh,Africa,aa,56
1282,gbes1238,gbesi,Africa,ph,47
721,genn1243,Gɛn-mina,Africa,aa,44
722,genn1243,Gɛn-mina,Africa,aa,40
2358,gheg1238,Gheg Albanian,Eurasia,ea,43
2565,ghod1238,Godoberi,Eurasia,ea,66
1384,ghom1247,Banjun,Africa,ph,59
2713,gida1240,Gidabal,Australia,er,21
901,gida1247,Kada,Africa,ph,38
1302,giky1238,Gechode,Africa,ph,51
2370,gily1242,Nivkh,Eurasia,ea,34
194,gily1242,Gilyak,Eurasia,spa,44
496,gily1242,NIVKH,Eurasia,upsid,35
1303,giny1241,Genyanga,Africa,ph,53
1589,giry1241,Giryama,Africa,ph,47
1590,giry1241,Jiβana,Africa,ph,47
1593,giry1241,Raβai,Africa,ph,47
1594,giry1241,Reβe,Africa,ph,47
1543,glav1244,Glavda,Africa,ph,43
723,godi1239,Godié,Africa,aa,42
881,goli1247,Golin,Papunesia,ph,23
724,gonj1241,Gonja,Africa,aa,39
2631,goon1238,Gooniyandi,Australia,er,23
2866,gore1235,Goreng,Australia,er,22
727,gour1243,Gulmancema,Africa,aa,33
393,gras1249,KOIARI,Papunesia,upsid,16
1911,guah1255,Guahibo,South America,saphon,35
346,guah1255,GUAHIBO,South America,upsid,29
882,guaj1255,Guajajara,South America,ph,21
2082,guaj1255,Guajajára,South America,saphon,22
2081,guaj1256,Guajá,South America,saphon,24
1855,guam1248,Guambiano,South America,saphon,25
347,guam1248,GUAMBIANO,South America,upsid,24
1113,guan1269,Wanano,South America,ph,24
2053,guan1269,Wanano,South America,saphon,28
1820,guan1270,Kinikinao,South America,saphon,23
2085,guar1292,Guarayu,South America,saphon,26
1834,guar1293,Warekena,South America,saphon,25
1959,guat1253,Guató,South America,saphon,25
1912,guay1257,Guayabero,South America,saphon,22
2689,guda1243,Gudanji,Australia,er,19
726,gude1246,Guɗe,Africa,aa,36
1578,gude1246,Gu'de,Africa,ph,36
2818,gudj1237,Gudjal,Australia,er,18
222,guer1243,AMUZGO,North America,upsid,37
2828,guga1239,Kukatj,Australia,er,23
2819,gugu1253,Gugu Badhun,Australia,er,17
2922,gugu1254,Koko Bera,Australia,er,21
2886,gugu1255,Guugu Yimidhirr,Australia,er,23
334,guib1244,PO-AI,Eurasia,upsid,35
754,guin1254,Kpɛlɛwoo,Africa,aa,35
1514,guin1254,"Kpelle, North",Africa,ph,39
2452,guja1252,Gujarati,Eurasia,ea,58
1725,guja1252,Gujarati,Eurasia,ra,60
1112,guja1253,Gojri; Gujari; Gujar,Eurasia,ph,50
1724,guja1253,Gojri,Eurasia,ra,57
2660,guma1252,Kunwinjku,Australia,er,27
2975,guma1253,Gumatj,Australia,er,31
1462,gume1239,Gumer,Africa,ph,42
1475,gumu1244,Gumuz,Africa,ph,44
2656,gund1246,Gun-Dedjnjenghmi,Australia,er,27
2657,gund1246,Gun-Djeihmi,Australia,er,27
2997,gund1248,Gundungurra,Australia,er,25
2658,gune1238,Kune,Australia,er,28
2814,gung1248,Gungabula,Australia,er,20
883,gunw1252,Gunwinggu,Australia,ph,24
2816,guny1241,Gunya,Australia,er,31
2972,gupa1247,Gupapuyngu,Australia,er,31
2677,gura1252,Gurr-Goni,Australia,er,27
2905,gurd1238,Kurtjar,Australia,er,28
2938,gure1255,Gureng-gureng,Australia,er,23
2939,gure1255,Guweng,Australia,er,23
2853,guri1247,Gurindji,Australia,er,23
1605,guro1248,Gouro,Africa,ph,57
2344,guru1261,Gurung,Eurasia,ea,49
2737,guwa1242,Guwa,Australia,er,23
3017,guwa1243,Guwamu,Australia,er,21
2714,guwa1244,Guwar,Australia,er,19
1352,gwan1268,Gwandara (Karshi),Africa,ph,46
1353,gwan1268,Gwandara (Cancara),Africa,ph,52
1354,gwan1268,Gwandara (Toni),Africa,ph,48
1355,gwan1268,Gwandara (Gitata),Africa,ph,64
1356,gwan1268,Gwandara (Koro),Africa,ph,48
1357,gwan1268,Gwandara (Nimbia),Africa,ph,65
1638,gwen1239,Kigweno,Africa,ph,29
1363,hadi1240,Hadiyya,Africa,ph,56
357,hadz1240,HADZA,Africa,upsid,62
683,hain1253,Bozo,Africa,aa,34
1360,haio1238,San,Africa,ph,29
287,haka1240,LAI,Eurasia,upsid,52
2323,hakk1236,Hakka Chinese,Eurasia,ea,39
2165,hakk1236,Hakka Chinese,Eurasia,ph,47
18,hakk1236,Hakka,Eurasia,spa,31
350,hakk1236,HAKKA,Eurasia,upsid,22
1727,halb1244,Halbi,Eurasia,ra,42
191,halh1238,Khalkha,Eurasia,spa,35
405,halh1238,KHALKHA,Eurasia,upsid,33
1115,halk1245,Chilliwak Halkomelem,North America,ph,47
218,hame1242,HAMER,Africa,upsid,35
728,hang1258,Hanga,Africa,aa,29
1643,hang1260,Kihangaza,Africa,ph,35
1064,hang1263,Hanga Hundi; Kwasengen; West Wosera,Papunesia,ph,23
1397,hara1271,Harari,Africa,ph,34
729,haus1257,Hausa,Africa,aa,43
730,haus1257,Hausa,Africa,aa,31
2188,haus1257,Hausa,Africa,ph,46
124,haus1257,Hausa,Africa,spa,45
351,haus1257,HAUSA,Africa,upsid,38
43,hawa1245,Hawaiian,Papunesia,spa,19
352,hawa1245,HAWAIIAN,Papunesia,upsid,13
2984,hawk1239,Darkinyung,Australia,er,18
884,haya1250,Haya,Africa,ph,29
1403,hdii1240,Hide,Africa,ph,41
2449,hebr1245,Israeli Hebrew,Eurasia,ea,25
2189,hebr1245,Hebrew,Eurasia,ph,27
135,hebr1245,Modern Hebrew,Eurasia,spa,30
1497,heib1243,Heiban,Africa,ph,34
2391,hela1238,Yolmo,Eurasia,ea,46
1255,here1253,herero,Africa,ph,26
1696,hili1240,Hiligaynon,Papunesia,ph,25
2542,hind1269,Hindi,Eurasia,ea,55
2190,hind1269,Hindi,Eurasia,ph,74
1728,hind1269,Hindi,Eurasia,ra,58
176,hind1269,Hindi-Urdu,Eurasia,spa,94
354,hind1269,HINDI-URDU,Eurasia,upsid,61
1871,hixk1239,Hixkaryána,South America,saphon,23
355,hixk1239,HIXKARYANA,South America,upsid,23
2239,hmon1264,Hmong Njua,Eurasia,ea,61
1211,hoav1238,Hoava,Papunesia,ph,21
1389,holo1240,Holoholo,Africa,ph,26
2359,hooo1248,Ho,Eurasia,ea,35
1729,hooo1248,Ho,Eurasia,ra,43
95,hopi1249,Hopi,North America,spa,49
356,hopi1249,HOPI,North America,upsid,28
1379,huaa1248,!Xóõ,Africa,ph,161
2034,hual1241,Huallaga Huánuco Quechua,South America,saphon,22
1948,huam1247,Huambisa,South America,saphon,23
1155,huam1248,Huallaga (Huanuco) Quechua,South America,ph,31
1033,huar1255,Warihio,North America,ph,26
1116,huas1242,Huastec,North America,ph,36
360,huas1242,HUASTECO,North America,upsid,26
887,huay1240,Huaylas,South America,ph,30
1304,huba1236,Kilba,Africa,ph,31
1083,hueh1236,"Tepehua, Huehuetla; Tepehua de Hidalgo; Tepehua de Huehuetla",North America,ph,36
886,huic1243,Huichol,North America,ph,25
2313,huml1238,Humla Bhotia,Eurasia,ea,69
2557,hung1274,Hungarian,Eurasia,ea,39
2191,hung1274,Hungarian,Eurasia,ph,64
183,hung1274,Hungarian,Eurasia,spa,65
358,hung1274,HUNGARIAN,Eurasia,upsid,40
1114,hung1278,Kihungan,Africa,ph,33
2237,hunz1247,Hunzib,Eurasia,ph,60
65,hupa1239,Hupa,North America,spa,42
359,hupa1239,HUPA,North America,upsid,35
1020,hupd1244,Hup,South America,ph,29
1991,hupd1244,Hup,South America,saphon,34
885,huro1249,Huron,North America,ph,17
39,iaai1238,Iai,Papunesia,spa,52
363,iaai1238,IAI,Papunesia,upsid,52
891,iban1261,Ibani,Africa,ph,38
364,iban1264,IBAN,Papunesia,upsid,25
1057,ibib1240,Ibibio,Africa,ph,32
2568,icel1247,Icelandic,Eurasia,ea,45
158,icel1247,Icelandic,Eurasia,spa,39
1187,idaa1241,Ida''an',Papunesia,ph,23
1536,idom1241,Idu,Africa,ph,75
731,ifee1241,Ifɛ̀,Africa,aa,34
733,iged1239,Igede,Africa,aa,38
1844,igna1246,Ignaciano,South America,saphon,19
111,igna1246,Moxo,South America,spa,25
366,igna1246,MOXO,South America,upsid,25
654,igoo1238,Ahlõ,Africa,aa,33
1580,igoo1238,Igo,Africa,ph,33
1276,ikal1242,Ikalanga,Africa,ph,71
2878,ikar1243,Ikarranggal,Australia,er,23
2879,ikar1243,Takalak,Australia,er,27
368,ikkk1242,IK,Africa,upsid,44
1872,ikpe1245,Ikpeng,South America,saphon,18
1405,ikwe1242,Ikwere,Africa,ph,46
735,ikwo1238,Ikwo,Africa,aa,40
2671,ilga1238,Ilgar,Australia,er,24
2606,ilok1237,Ilocano,Papunesia,ea,25
1117,ilok1237,Ilocano,Papunesia,ph,21
1670,ilok1237,Iloko/Ilocano,Papunesia,ph,23
2026,imba1240,Imbabura Quichua,South America,saphon,20
892,imon1245,Imonda,Papunesia,ph,23
1819,inap1243,Iñapari,South America,saphon,31
1144,indo1316,Indonesian,Papunesia,ph,31
1690,indo1316,Indonesian,Papunesia,ph,31
247,indo1317,SAMA,Papunesia,upsid,32
2027,inga1252,Inga,South America,saphon,22
2251,ingu1240,Ingush,Eurasia,ea,69
893,ingu1240,Ingush,Eurasia,ph,48
1465,inor1238,Ennemor,Africa,ph,47
1466,inor1238,Endegen,Africa,ph,45
1467,inor1238,Ener,Africa,ph,45
2140,iqui1243,Iquito,South America,saphon,19
1927,iran1263,Mỹky,South America,saphon,39
371,iran1263,IRANXE,South America,upsid,39
129,iraq1241,Iraqw,Africa,spa,48
370,iraq1241,IRAQW,Africa,upsid,45
369,irar1238,IRARUTU,Papunesia,upsid,19
1537,irig1241,Rigwe,Africa,ph,95
2262,iris1253,Irish,Eurasia,ea,49
2521,iris1253,Irish,Eurasia,ea,52
2193,iris1253,Irish,Eurasia,ph,50
156,iris1253,Irish Gaelic,Eurasia,spa,68
342,iris1253,IRISH,Eurasia,upsid,69
1730,irul1243,Irula,Eurasia,ra,52
1737,irul1243,Kasaba,Eurasia,ra,30
2270,ishk1246,Ishkashimi,Eurasia,ea,39
107,isla1278,Island Carib,North America,spa,29
292,isla1278,ISLAND CARIB,North America,upsid,27
372,isok1239,ISOKO,Africa,upsid,37
2218,isth1244,Isthmus (Juchitán) Zapotec,North America,ph,32
2427,ital1282,Italian,Eurasia,ea,30
1145,ital1282,Italian,Eurasia,ph,30
2195,ital1282,Italian,Eurasia,ph,70
2297,itel1242,Itelmen,Eurasia,ea,32
373,itel1242,ITELMEN,Eurasia,upsid,32
1928,iton1250,Itonama,South America,saphon,25
103,iton1250,Itonama,South America,spa,25
374,iton1250,ITONAMA,South America,upsid,25
20,iumi1238,Yao,Eurasia,spa,49
375,iumi1238,MIEN,Eurasia,upsid,41
376,ivat1242,IVATAN,Papunesia,upsid,23
2672,iwai1244,Iwaidja,Australia,er,23
377,iwam1256,IWAM,Papunesia,upsid,17
1664,iyiv1238,Iyive,Africa,ph,64
1981,iyow1239,Chorote,South America,saphon,21
896,izer1241,Hill Jarawa,Africa,ph,39
1538,izer1241,Izere,Africa,ph,39
736,izii1239,Izi,Africa,aa,51
367,izon1238,KOLOKUMA IJO,Africa,upsid,37
2567,jahh1242,Jah-Hut,Eurasia,ea,52
897,jama1261,Jarawara,South America,ph,15
1846,jama1261,Jamamadí,South America,saphon,16
1847,jama1261,Jarawara,South America,saphon,19
1053,jama1262,Jamaican Creole,North America,ph,33
1442,jams1239,"Jamsay, Dogon",Africa,ph,47
2728,jand1248,Jandai,Australia,er,19
2407,japh1234,Japhug,Eurasia,ea,58
1874,japr1238,Japreria,South America,saphon,20
386,japr1238,JAPRERIA,South America,upsid,24
1852,jaqa1244,Jaqaru,South America,saphon,42
105,jaqa1244,Aymara,South America,spa,42
385,jaqa1244,JAQARU,South America,upsid,39
2854,jaru1254,Jaru,Australia,er,23
889,jauj1238,Huanca,South America,ph,27
2029,jauj1238,Jauja-Huanca Quechua,South America,saphon,22
1731,jaun1243,Jaunsari,Eurasia,ra,51
1675,java1254,Javanese,Papunesia,ph,33
36,java1254,Javanese,Papunesia,spa,30
380,java1254,JAVANESE,Papunesia,upsid,29
1860,jebe1250,Shiwilu,South America,saphon,21
381,jebe1250,JEBERO,South America,upsid,23
898,jeme1245,Jemez,North America,ph,61
1739,jenn1240,Kattunaika,Eurasia,ra,33
1539,jere1244,Jere,Africa,ph,44
2596,jerr1238,Jèrriais,Eurasia,ea,55
2257,jiar1240,Caodeng rGyalrong,Eurasia,ea,63
1208,jiar1240,Jiarong,Eurasia,ph,57
1232,jica1244,Jicarilla Apache,North America,ph,56
1439,jita1239,Jita,Africa,ph,29
1311,jola1262,Joola Huluf,Africa,ph,51
737,jola1263,Joola,Africa,aa,29
315,jola1263,DIOLA,Africa,upsid,29
1287,jowu1238,jowulu,Africa,ph,45
2258,juan1238,Juang,Eurasia,ea,37
1089,juan1238,Juang,Eurasia,ph,29
1732,juan1238,Juang,Eurasia,ra,36
2284,jude1256,Juhuri,Eurasia,ea,31
432,juho1239,!XU,Africa,upsid,141
2086,juma1249,Júma,South America,saphon,24
1312,jumj1238,Jumjum,Africa,ph,39
2028,jung1240,Inga,South America,saphon,16
738,jurm1239,Jur mödö,Africa,aa,49
2087,juru1256,Jurúna,South America,saphon,28
2310,kaba1278,Kabardian,Eurasia,ea,55
2401,kaba1278,Kabardian,Eurasia,ea,63
2610,kaba1278,Kabardian,Eurasia,ea,51
4,kaba1278,Kabardian,Eurasia,spa,56
391,kaba1278,KABARDIAN,Eurasia,upsid,56
2940,kabi1260,Butchulla,Australia,er,24
2942,kabi1260,Barunggam,Australia,er,23
739,kabi1261,Kabiyɛ,Africa,aa,47
1142,kabi1261,Kabiye,Africa,ph,47
1606,kabu1256,Cape Verde Creole,Africa,ph,28
900,kaby1243,Kabyle,Africa,ph,30
387,kach1280,JINGPHO,Eurasia,upsid,30
1118,kadi1248,Kadiweu,South America,ph,31
1915,kadi1248,Kadiwéu,South America,saphon,31
394,kafa1242,KEFA,Africa,upsid,27
1535,kagf1238,West Kainji,Africa,ph,56
1381,kagu1239,Kagulu,Africa,ph,31
1642,kahe1238,Kikahe,Africa,ph,32
1961,kain1272,Kaingang,South America,saphon,16
402,kain1272,KAINGANG,South America,upsid,27
2089,kaiw1246,Kaiwá,South America,saphon,26
1515,kaka1265,Kakabe,Africa,ph,38
740,kako1242,Kakɔ,Africa,aa,50
1581,kako1242,Kako,Africa,ph,47
2967,kala1377,Kala Lagaw Ya,Australia,er,24
475,kala1377,KALA LAGAW YA,Australia,upsid,24
2966,kala1378,Kala Kawaw Ya,Australia,er,24
2835,kala1379,Galaagu,Australia,er,26
2767,kala1380,Garlali,Australia,er,21
1048,kala1381,Kalabari; Kirike; Kalabari-Ijo,Africa,ph,43
62,kala1399,Inuit,North America,spa,38
388,kala1399,INUIT,North America,upsid,22
2836,kala1401,Kalaamaya,Australia,er,26
40,kali1299,Kaliai,Papunesia,spa,28
2739,kalk1246,Kalkatungu,Australia,er,26
431,kalk1246,KALKATUNGU,Australia,upsid,23
2599,kalm1243,Kalmyk,Eurasia,ea,39
2459,kama1351,Kamassian,Eurasia,ea,37
617,kama1365,WOISIKA,Papunesia,upsid,28
903,kama1367,Kamasau,Papunesia,ph,29
2090,kama1373,Kamayurá,South America,saphon,26
1443,kamb1297,Kikamba,Africa,ph,31
1591,kamb1298,Kambe,Africa,ph,47
1679,kamb1299,Kambera,Papunesia,ph,29
1373,kamb1316,Kambaata,Africa,ph,59
1368,kamw1239,Higi,Africa,ph,35
1733,kang1280,Kangri,Eurasia,ra,41
2301,kang1281,Kangjia,Eurasia,ea,36
1419,kang1288,Kanga (Kanga),Africa,ph,76
1420,kang1288,Kanga (Kufa),Africa,ph,75
2867,kani1276,Kaniyang,Australia,er,22
904,kano1245,Kanoe,South America,ph,26
2121,kano1245,Kanoé,South America,saphon,26
2540,kara1462,Tofa,Eurasia,ea,67
2403,kara1464,Karaim,Eurasia,ea,37
2318,kara1467,Karakalpak,Eurasia,ea,38
2440,kara1474,Tukita,Eurasia,ea,53
2580,kara1474,Karata,Eurasia,ea,56
2825,kara1476,Karajarri,Australia,er,21
879,kara1476,Garadjari,Australia,ph,20
744,kara1478,Karaŋ,Africa,aa,40
1351,kara1483,Karimojong,Africa,ph,66
1962,kara1500,Karajá,South America,saphon,24
2751,kara1508,Karangura,Australia,er,25
1736,karb1241,Karbi (Mikir),Eurasia,ra,42
2446,kare1335,Karelian,Eurasia,ea,30
1347,kare1338,Kare,Africa,ph,57
2122,kari1255,Karirí-Xocó,South America,saphon,21
907,kari1301,Karipuna Creole,South America,ph,32
2839,kari1304,Kariyarra,Australia,er,23
1076,kari1311,Karitiana; Karitiâna,South America,ph,25
2091,kari1311,Karitiâna,South America,saphon,31
88,karo1304,Karok,North America,spa,41
438,karo1304,KAROK,North America,upsid,27
1097,karo1306,Karo,South America,ph,27
2092,karo1306,Karo,South America,saphon,25
2952,kart1247,Kartujarra,Australia,er,24
745,kase1253,Kasem,Africa,aa,40
746,kase1253,Kasɩm,Africa,aa,45
1738,kash1277,Kashmiri,Eurasia,ra,56
174,kash1277,Kashimiri,Eurasia,spa,56
389,kash1277,KASHMIRI,Eurasia,upsid,55
1421,katc1249,Kadugli (Kadugli),Africa,ph,62
1422,katc1249,Kadugli (Miri),Africa,ph,63
1423,katc1249,Kadugli (Katcha),Africa,ph,61
627,katc1249,KADUGLI,Africa,upsid,27
136,katc1250,Katcha,Africa,spa,32
1592,kaum1238,Kauma,Africa,ph,47
2932,kaur1267,Kaurna,Australia,er,25
624,kawa1283,KAWAIISU,North America,upsid,31
2882,kawa1290,Ogh Awarrangg,Australia,er,28
2883,kawa1290,Ogh Unyjan,Australia,er,28
2005,kaxa1239,Kaxararí,South America,saphon,20
1875,kaxu1237,Kaxuiâna,South America,saphon,18
3002,kaya1319,Kayardild,Australia,er,23
3004,kaya1319,Yangkaralda,Australia,er,24
902,kaya1329,Kaiabi,South America,ph,24
2093,kaya1329,Kayabí,South America,saphon,26
1963,kaya1330,Mebengokre,South America,saphon,33
2711,kayt1238,Kaytetye,Australia,er,43
2225,keda1250,Kedayan,Papunesia,ph,22
1417,keig1242,Keiga,Africa,ph,59
397,kekc1242,K'EKCHI,North America,upsid,26
1173,kela1255,Kela,Papunesia,ph,30
1337,kele1255,Iikile,Africa,ph,30
1339,keli1248,Kaliko,Africa,ph,45
1412,keme1240,Kemezung,Africa,ph,34
905,kens1251,Kensei Nsei,Africa,ph,65
908,keny1279,Kenyang,Africa,ph,41
1215,keoo1238,Ke''o; Kéo',Papunesia,ph,30
2220,kera1255,Kera,Africa,ph,30
398,kera1255,KERA,Africa,upsid,30
2792,kera1256,Keramin,Australia,er,23
1290,kete1252,kete,Africa,ph,25
2395,kett1243,Ket,Eurasia,ea,25
2,kett1243,Ket,Eurasia,spa,32
399,kett1243,KET,Eurasia,upsid,25
1449,kgal1244,Shekgalagari,Africa,ph,53
2433,khak1248,Khakas,Eurasia,ea,39
2537,khal1271,Khalkhal,Eurasia,ea,37
2327,kham1282,Rgyalthang Tibetan,Eurasia,ea,62
2328,kham1282,Brag-g.yab Tibetan,Eurasia,ea,61
2489,kham1282,Nangchenpa Tibetan,Eurasia,ea,96
2519,kham1282,Soghpo Tibetan,Eurasia,ea,133
2525,kham1282,Kami Tibetan,Eurasia,ea,77
2587,kham1282,Sangdam Tibetan,Eurasia,ea,64
2591,kham1282,Dongwang Tibetan,Eurasia,ea,78
2600,kham1282,Kham Tibetan,Eurasia,ea,51
2271,khan1273,Northern Khanty,Eurasia,ea,25
2279,khan1273,Northern Khanty,Eurasia,ea,26
2376,khan1273,Northern Khanty,Eurasia,ea,36
1137,khan1273,Eastern Khanty,Eurasia,ph,31
184,khan1273,Ostyak,Eurasia,spa,32
396,khan1273,KHANTY,Eurasia,upsid,32
2511,khar1287,Kharia,Eurasia,ea,39
909,khar1287,Kharia,Eurasia,ph,47
1740,khar1287,Kharia,Eurasia,ra,45
11,khar1287,Kharia,Eurasia,spa,41
408,khar1287,KHARIA,Eurasia,upsid,36
1741,khas1269,Khasi,Eurasia,ra,40
12,khas1269,Khasi,Eurasia,spa,28
403,khas1269,KHASI,Eurasia,upsid,29
1742,khez1235,Khezha,Eurasia,ra,53
1994,khit1238,Kithaulhu,South America,saphon,31
412,khmu1256,KHMU?,Eurasia,upsid,41
1154,kich1262,Quiche,North America,ph,32
748,kiku1240,Kikuyu,Africa,aa,32
2260,kild1236,Kildin Saami,Eurasia,ea,128
1668,kima1244,Kimaragang,Papunesia,ph,23
955,kima1246,Khmu,Papunesia,ph,44
1226,kinn1249,Kinnauri; Kanauri,Eurasia,ph,46
911,kiny1244,Kinyarwanda,Africa,ph,49
409,kiow1266,KIOWA,North America,upsid,42
1387,kips1239,Kipsigis,Africa,ph,37
2382,kirg1245,Kyrgyz,Eurasia,ea,37
188,kirg1245,Kirghiz,Eurasia,spa,36
410,kirg1245,KIRGHIZ,Eurasia,upsid,30
912,kiri1254,Kirike,Africa,ph,36
1446,kisa1263,Olukisa,Africa,ph,38
1457,kist1241,Goggot,Africa,ph,41
779,kita1249,Maninka-kan,Africa,aa,33
2674,kitj1240,Kija,Australia,er,24
792,kitu1245,Munukutuba,Africa,aa,22
1571,kitu1246,Kituba,Africa,ph,22
416,klam1254,KLAMATH,North America,upsid,37
417,klao1243,KLAO,Africa,upsid,27
1380,koal1240,Koalib,Africa,ph,45
1106,koas1236,Koasati,North America,ph,25
1743,koda1255,Kod̩agu,Eurasia,ra,52
1305,kofy1242,Kofyar,Africa,ph,36
425,koho1244,SRE,Eurasia,upsid,37
246,kohu1244,KOHUMONO,Africa,upsid,38
2937,koka1244,Kukata,Australia,er,23
1794,kokb1239,Tripuri,Eurasia,ra,34
2904,kokn1236,Kok Nar,Australia,er,25
913,koko1269,Kokota,Papunesia,ph,27
750,komc1235,Kom,Africa,aa,75
2460,komi1268,Komi-Zyrian,Eurasia,ea,37
182,komi1268,Komi,Eurasia,spa,36
426,komi1268,KOMI,Eurasia,upsid,33
2575,komi1269,Komi-Permyak,Eurasia,ea,37
2384,komi1277,Yodzyak Komi,Eurasia,ea,37
1484,komo1258,Komo,Africa,ph,28
625,komo1258,KOMA,Africa,upsid,31
751,komo1260,Komo,Africa,aa,35
1745,kond1295,Kon̩d̩a or Kubi,Eurasia,ra,43
2481,kond1303,Konda,Papunesia,ea,33
1747,konk1267,Konkani,Eurasia,ra,45
422,konk1267,KONKANI,Eurasia,upsid,37
752,konk1269,Konkomba,Africa,aa,42
1508,konk1269,Konkomba,Africa,ph,38
915,konn1242,Konni,Africa,ph,49
747,koon1245,Kɔɔzime,Africa,aa,52
1482,koor1239,Koorete,Africa,ph,61
871,kora1295,Korafe,Papunesia,ph,24
2287,kore1280,Korean,Eurasia,ea,38
2197,kore1280,Korean,Eurasia,ph,48
1,kore1280,Korean,Eurasia,spa,40
423,kore1280,KOREAN,Eurasia,upsid,32
2055,kore1283,Koreguaje,South America,saphon,30
2528,kork1243,Korku,Eurasia,ea,41
1749,kork1243,Korku,Eurasia,ra,37
1748,korr1238,Koraga,Eurasia,ra,34
2006,koru1247,Korubo,South America,saphon,20
427,kory1246,KORYAK,Eurasia,upsid,21
1620,kosh1246,Koshin,Africa,ph,37
1750,kota1263,Kota,Eurasia,ra,41
9,kota1263,Kota,Eurasia,spa,34
400,kota1263,KOTA,Eurasia,upsid,28
1281,kota1272,kotafon,Africa,ph,45
1751,koya1251,Koya,Eurasia,ra,31
401,koya1251,KOYA,Eurasia,upsid,24
1498,koya1253,Koyaga,Africa,ph,43
819,koyr1240,Songhoy,Africa,aa,36
1257,koyr1240,songhoy,Africa,ph,43
1274,koyr1242,"Songhay, Koyraboro Senni",Africa,ph,37
149,koyr1242,Songhai,Africa,spa,48
539,koyr1242,SONGHAI,Africa,upsid,24
424,kpan1246,KPAN,Africa,upsid,34
1306,krac1238,Krache,Africa,ph,44
1964,krah1246,Krahô,South America,saphon,46
1965,kren1239,Krenak,South America,saphon,35
1966,krik1239,Krinkati-Timbira,South America,saphon,26
1307,krim1238,Krim,Africa,ph,38
756,krio1253,Krio,Africa,aa,32
1570,krio1253,Krio,Africa,ph,35
894,kris1246,Isaka,Papunesia,ph,18
1418,kron1241,Krongo,Africa,ph,62
1501,kuan1247,Kwanyama,Africa,ph,33
